Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,HighGamma,Key
84,84,4826,3677,2782,2523,746,6397,2304,703,2
77,93,4858,5903,7172,9077,2425,5610,2345,1032,2
70,67,30946,11257,1411,467,3794,3090,2707,1243,2
53,77,6168,4986,1167,9976,2873,2493,4129,1072,2
54,77,2649,1894,261,3362,846,4479,5441,1923,2
61,53,2843,2805,300,634,1136,2089,1028,507,2
51,66,900577,46350,7367,12174,5422,6098,4865,2164,0
50,63,52099,7185,3245,6147,3671,2078,1437,2259,4
37,74,11104,7271,11363,6427,3134,4341,1836,1224,4
20,96,9885,5045,6673,4868,1859,1491,5182,1088,4
26,100,8910,9053,1293,3723,533,2434,3728,2201,4
34,100,12029,2796,2381,4195,1340,2419,2944,2770,4
43,93,5901,6614,2004,7467,1201,8658,2762,2074,4
66,77,2158,1583,1248,1288,1550,5365,2035,1066,4
70,88,957,2974,2847,8356,2048,4104,2643,1678,4
70,84,5650,6011,1099,6942,2129,3746,2722,1296,4
63,88,2576,6416,1929,6605,2939,3077,3610,666,4
51,88,1895,6094,1099,1758,1368,2802,1660,3789,4
47,78,2699,6426,4185,1841,2337,2291,1114,3179,0
30,67,1028137,176224,52994,1804,15596,12098,4237,2743,0
27,61,228118,5770,3177,1406,3839,1448,606,273,0
14,69,170518,57007,14568,22722,4094,6118,1861,4056,0
27,66,38496,4067,3312,2883,937,9992,3392,1417,0
53,61,36306,3933,1146,420,976,4197,1612,1624,0
57,44,2035,12839,1294,945,3942,3761,1678,1202,0
67,29,12485,12385,991,1806,2217,2999,2066,1404,0
66,34,8207,1933,186,3914,2053,4434,701,1633,0
54,54,6011,3109,5037,3202,1516,2682,1612,1362,0
67,61,2940,3206,999,1072,2131,5871,2802,2344,0
60,83,1164590,160353,6647,3948,1121,6419,1262,2500,0
60,83,975509,2557,1294,4416,723,1897,264,342,0
44,93,8746,3107,600,6649,2206,1519,1059,875,1
48,80,1688,1732,330,2721,4365,1797,1558,1506,1
29,100,5130,3073,3975,2493,1005,1267,1009,1277,1
47,88,6904,4442,1663,2312,2021,4422,5532,1068,1
60,67,2091,5354,917,1042,842,4231,2110,998,1
54,77,3844,5864,181,6898,831,2921,2123,1278,1
67,64,1125,2935,1311,1780,1245,3439,2417,2727,1
57,66,1646,7512,1770,4587,2792,2176,1132,1523,1
54,75,5746,4098,1277,2110,1510,2832,1445,475,1
53,63,22770,15041,1633,3090,1841,3521,1350,1411,1
53,63,942463,49854,1399,19729,4908,4211,1938,2204,0
53,63,816439,23670,5615,5837,2731,1261,589,385,0
50,64,7975,2108,2286,1878,3719,2719,1793,620,3
50,64,9168,9460,3602,4088,4052,2881,2533,968,3
37,77,1619,5527,4194,7480,2455,1590,2634,1113,3
47,94,4558,556,1497,4711,1243,3351,3346,1985,3
38,96,2453,6893,3019,2306,511,1914,1105,1379,3
38,100,2906,1395,2070,3459,2362,1013,2008,840,3
48,90,2206,4408,910,1765,2383,2052,1958,911,3
48,81,3992,2466,838,5410,4667,4137,898,1153,3
57,69,1786,5081,360,1822,2460,3648,2308,1300,3
74,50,8003,6730,1567,1637,1282,8170,3110,3195,3
64,54,47326,12229,4350,7680,9869,2768,3735,2257,3
47,64,594556,56491,44326,49616,8599,10324,5146,3036,0
47,64,1050857,14212,7924,4869,2249,3710,864,633,2
44,69,594,7645,599,3710,1964,3879,4036,1762,2
40,77,9090,1805,1870,1036,3619,2552,2115,761,2
44,84,2951,4146,5599,2278,2060,2330,1610,1110,2
61,61,6343,10851,1764,1693,3015,6666,2072,2956,2
64,63,1845,5699,4373,1794,5781,5240,1632,3790,2
66,67,1934,4217,2661,4602,1114,7218,3831,2888,2
70,64,1394,5185,3696,3209,2054,3848,2779,2763,2
66,74,1930,3930,1532,2073,3830,2504,2817,903,2
64,75,5675,11806,6010,3586,4847,6775,2630,2939,2
56,74,28068,11853,6715,3324,1005,5807,4421,1941,2
60,66,3118,3180,1672,2153,2397,3730,5348,3502,2
56,81,38536,6510,3610,11805,2526,3946,6940,4302,2
56,81,888326,44471,9465,10889,1855,1974,317,1002,0
56,81,1106099,13510,7103,13530,4995,2258,1651,645,0
53,83,64415,12749,6083,4018,1395,6064,2600,1180,4
53,91,10326,4267,7662,3552,3119,4018,2676,2308,4
41,88,6721,10444,1117,3017,2491,2032,2633,3319,4
43,83,3716,5418,3614,4210,1519,2926,3063,973,4
51,87,6520,1293,1324,5040,3054,5282,2015,1496,4
51,77,5247,5251,760,3829,4194,2075,3120,2741,4
60,81,9439,8703,5228,4702,2598,7290,3871,1232,4
63,83,1144,2909,5626,1048,976,3725,2829,1805,4
54,80,5069,4652,3744,733,1606,2512,2926,3264,4
56,90,3690,1651,1591,4744,3091,2131,2784,1325,4
57,91,1818,2782,1958,4636,2954,4555,1720,1856,4
48,81,10562,10885,2040,4104,3416,2140,1922,880,4
41,90,646701,13285,15476,8804,5896,4995,5223,2930,0
20,63,4802,11502,1002,2854,807,2869,2891,1750,0
34,61,3646,6860,3009,2345,3965,7289,2594,1321,0
35,60,5771,6479,3965,3796,759,1833,2560,1160,0
48,64,19389,10127,2265,3185,1827,3768,2296,3998,0
54,75,1689,4637,3640,3969,2767,5069,3079,1062,0
44,88,2616,5897,2471,9703,2274,3379,1416,1911,0
61,70,5690,2701,820,1651,4304,5121,1947,1539,0
64,64,8282,10500,1457,2669,8680,4898,2821,5036,0
56,60,4616,16668,7561,2408,2956,5005,1850,1498,0
60,44,35252,34850,6949,7322,4132,12944,6245,3794,0
57,53,3003,8935,10362,2955,6792,16163,4384,3832,0
93,54,26058,7342,3054,3465,2024,2947,1518,2388,4
90,50,14295,13844,1729,4652,6000,14290,4240,11313,0
91,30,34117,43817,6749,3596,31487,17588,9806,3774,0
77,35,23235,27065,8183,11260,14101,16299,10619,2954,0
78,41,117533,13120,9498,26220,9511,6618,1537,833,0
54,40,14719,5414,685,294,349,583,144,42,0
47,48,165158,15315,2569,2134,3085,2975,1723,804,0
40,54,38305,6347,4417,1479,1792,2223,2835,904,0
24,56,218750,30444,20061,26244,7215,4729,14634,5259,0
23,63,391878,203963,48192,35111,47222,24616,14731,3486,1
10,51,225951,319585,14648,13939,22975,13343,5210,4915,1
1,29,471399,107232,4507,6389,10807,10500,2931,6449,1
17,24,51989,8486,8361,5414,3208,6176,4937,1884,1
23,10,451350,52556,3901,1533,5320,7928,4804,1716,1
37,20,498030,74346,4927,13979,7503,13766,9306,3828,1
63,16,27776,23755,815,1403,9374,21195,5226,4105,1
47,1,153081,186532,32494,7716,6463,14847,13522,2011,1
48,14,83725,65434,6700,10838,4491,13445,7824,5163,1
51,13,46963,45170,5213,2813,2080,9251,5861,1333,1
54,35,197554,9834,5113,6919,4105,22770,9160,1883,1
64,51,7904,4251,4972,4317,2975,2364,3683,1243,1
64,56,21441,39039,9624,10847,6750,9326,6062,8219,1
64,67,167743,60033,12015,25854,17502,16867,6072,7383,1
43,67,44536,22095,7498,5715,6788,5727,2311,2902,1
41,57,971635,40671,7306,20663,22265,10057,7553,9607,0
30,77,786422,15272,51718,11641,9627,5931,4665,1849,0
51,77,12246,6368,6523,4812,2705,19270,17255,7654,0
40,61,59813,43437,17947,18685,15260,7941,3565,1126,0
34,30,584312,171721,11982,7557,9546,7297,3682,2190,3
7,24,1483515,138620,31621,3993,11567,17417,13370,7001,3
21,40,9959,18392,2807,9084,6194,8341,18355,9106,3
21,27,70951,11761,1085,1816,4166,1568,1142,1493,3
56,43,15589,5436,10895,2866,8672,17121,6308,2622,3
64,54,14447,8323,5304,2527,1726,3209,1913,511,3
54,61,17489,22222,14782,5561,2505,5967,14196,4421,3
54,83,34717,42949,50347,13378,2110,11740,10103,6071,3
41,96,14564,7005,32672,8367,8465,11797,4767,7538,3
51,87,26743,13033,5878,2658,12327,11222,4578,4889,3
54,84,13948,11049,4516,3288,846,3401,3201,641,3
64,70,2316,20953,3891,8362,7339,8281,5151,4803,3
77,50,10914,18745,5052,4957,4116,22505,5724,3691,3
74,44,28406,40971,7320,1955,5872,19920,7630,5074,3
80,30,146569,50026,8003,9490,27941,21113,15085,4913,3
44,60,48044,45850,4009,45064,27644,10491,19529,4808,0
29,80,14963,12538,6441,11640,3041,3549,5119,1255,0
30,96,44514,11144,19479,29526,17437,21897,18267,5145,0
44,80,199890,18169,2969,5526,2106,6149,1325,1570,0
44,87,34988,47781,50945,22384,11525,12676,7668,5895,2
43,80,42605,104793,59327,11683,16400,16635,9374,1927,2
37,69,136025,64129,23287,7569,25135,17182,4781,3851,2
34,77,17090,58581,31547,23044,8092,17787,9081,2928,2
38,74,23174,24749,18339,17024,12732,9925,7204,4324,2
53,74,20827,21943,10735,18304,14938,18953,12591,8776,2
61,80,16850,17103,18999,5932,10871,17154,8355,5080,2
67,70,17990,17727,10409,1682,8335,8283,6341,4399,2
80,60,12136,17603,4598,5224,9378,11857,5294,2212,2
80,56,15831,14490,6371,5447,8216,9550,8203,5353,2
78,50,7329,28787,1346,12583,2398,15603,9761,4692,2
74,51,20862,28433,13993,2772,3939,8865,7439,2968,2
78,51,10207,17461,4251,5553,4187,16102,4876,4958,2
64,51,490455,148354,47732,11420,7184,27944,17968,13398,2
67,43,1251036,14842,3860,6748,39645,12944,9730,1451,0
54,38,373573,33048,5666,3970,2127,2545,2199,872,0
83,37,4523,6896,3413,5493,6435,16998,15679,2398,0
81,48,86863,63922,13361,13633,32492,4327,8788,10689,0
44,38,137814,24249,896,932,756,1188,1477,873,4
40,35,16970,8858,3284,1594,3306,9392,7748,5045,4
37,34,14926,4196,1530,6713,10204,6968,4215,2453,4
70,26,8428,8021,989,2753,3888,16110,5054,4579,4
100,40,9743,4294,4093,4534,11233,17590,10556,3329,4
100,44,8454,12692,5353,4965,7279,7699,4401,4021,4
97,38,9559,16752,2515,3865,2487,11186,13637,1910,4
91,54,7681,2649,10591,5158,4089,13844,5649,4642,4
80,50,141900,32463,858,7871,5763,19198,14576,7976,4
77,47,1158618,107524,31401,12836,5544,35088,16486,5144,4
83,51,11388,1561,1356,648,1459,3122,1000,1345,4
88,43,8445,4506,5596,3700,4703,17491,5949,3697,4
100,38,2653,3963,1198,1341,3103,22618,13058,5107,4
100,27,20539,4508,1619,851,2875,14329,10736,2964,4
74,30,806064,49886,10359,8064,18528,7716,3621,1310,0
38,66,78589,8410,7834,22908,2837,2526,6264,7618,0
37,74,17097,5365,1664,7330,9898,26284,17244,7526,0
41,61,14225,19002,5374,3893,2333,12209,6672,5875,0
41,61,1219452,221202,26189,24536,47959,26921,8317,2769,0
43,51,1186700,51556,940,5590,9536,8300,2080,1826,1
63,29,9576,17934,4941,3481,4272,13525,7157,7365,1
63,35,4040,2055,3731,5394,3907,17624,5963,6099,1
61,43,19105,18676,13073,13542,8486,15583,8934,3448,1
75,48,7483,15925,1923,2489,4279,13010,3043,2346,1
80,50,10030,4952,4291,3005,5873,13077,5003,5157,1
77,43,9429,6127,1384,2341,2215,11046,10074,1929,1
83,30,754,12274,3272,2448,4577,13133,10492,5653,1
91,38,13500,3284,2983,2016,3109,15887,8641,13831,1
97,35,16089,5745,4617,5014,5561,32248,7221,5540,1
100,37,4837,6272,2515,3676,2604,18582,8986,5586,1
84,44,111934,36606,13210,11965,11479,7667,10934,4613,1
75,50,2842,1937,264,1845,1796,2540,2372,856,1
61,53,11063,11948,1390,7367,4421,10563,5370,6876,1
44,75,26600,14523,10846,6284,9584,9068,6447,6165,0
50,67,16503,3424,413,1303,1398,4870,2254,718,0
48,75,16253,9784,8125,7773,4484,11130,13218,2874,0
48,75,194909,7627,2800,3385,9992,9796,4172,540,3
53,44,422225,69013,2798,5819,7094,14430,4252,9343,3
64,40,14299,2403,676,2263,2409,5258,1234,1351,3
61,43,6166,12600,2400,5152,2779,12421,4792,4443,3
64,38,12411,6627,1225,5373,4539,6673,5982,3441,3
90,27,8447,1919,220,833,5226,24266,4814,4613,3
90,27,5219,3732,2116,5468,3836,20511,6896,7342,3
84,35,14861,8565,5788,2904,3730,9982,6378,8644,3
81,37,1048,2878,4689,2712,6531,6998,17185,2064,3
70,54,1500,2066,2442,2572,6230,14927,6781,2484,3
61,56,89866,8588,4416,1745,3742,7548,3946,2599,3
57,54,31260,4563,363,2468,750,2347,2007,724,3
54,56,23310,20145,14511,6663,9777,18205,3294,2800,3
48,61,12378,12585,6695,6082,4651,21148,5176,3536,3
57,56,3281,4133,2909,2145,3337,16217,4917,2850,3
34,53,330547,250928,48342,23992,24246,31500,11258,9433,0
30,54,6243,19005,2226,14590,3441,24070,13004,3293,0
23,51,4805,19730,3122,2611,4991,15364,5767,4885,0
44,41,8943,12899,6214,1952,4673,21542,10735,4358,0
40,44,269630,46461,15755,3436,7790,3625,1783,3492,2
38,35,23538,36876,2029,7792,3493,23838,6894,3813,2
30,35,62827,34584,2815,4488,7115,9911,7971,5980,2
37,38,39008,1984,3446,2256,3952,16576,14371,6727,2
54,44,8596,3185,2957,9908,6554,9874,10796,9615,2
54,50,26934,14094,3982,4310,14950,9843,8315,3088,2
61,54,8793,13511,5106,2940,5025,12548,6168,5463,2
56,38,11637,5537,183,887,7913,6945,7024,10031,2
60,38,6976,2782,8321,8191,5937,18127,19191,5910,2
67,35,33518,3837,171,2880,4719,11128,4599,2166,2
66,40,37350,4913,1850,2483,996,4382,2846,758,2
63,67,23757,1865,10857,8645,4269,15910,3351,4592,2
48,44,115870,60549,3249,2057,15082,7789,6145,5243,2
16,35,1038888,377521,45007,35486,65814,39536,19833,12384,2
8,20,47882,57928,16664,3260,14242,19905,6570,3317,0
13,27,14767,13689,2162,591,1704,4186,1872,1419,0
24,43,12654,5055,6870,4429,3548,7259,8719,2962,0
44,47,18259,3837,2315,2612,3265,11481,4614,10323,0
29,54,1222014,254190,35458,101605,67965,12206,9486,4946,4
37,74,92403,7283,11379,13290,3362,19221,13091,2492,4
37,48,15154,39116,2229,1823,5411,19148,7359,7528,4
24,50,525158,39216,8240,7323,4785,15716,7454,4492,4
37,48,12947,38865,10180,9174,7949,8549,7203,4157,4
21,35,13900,32278,6682,2070,2673,3651,1027,709,4
26,47,33439,9789,2000,2859,3442,13111,8469,7847,4
30,56,13706,6571,8710,8339,1918,14348,16506,2298,4
37,61,22800,7575,5569,7779,9055,5513,3811,4117,4
47,69,8813,5238,3555,617,967,3335,1467,984,4
40,70,11161,24789,3336,6082,2102,12734,6466,2355,4
41,66,21708,3701,3481,2822,3125,7315,11373,3397,4
48,44,3025,12803,1347,1034,5530,10403,6356,7988,4
57,43,4279,4819,4064,5866,5778,17491,3815,6763,4
61,48,5743,10541,7684,4746,9435,12618,11961,7043,4
41,57,369090,165634,130188,123349,21700,20960,21013,9194,0
20,80,1185893,112486,64944,36963,14914,10073,15696,9022,0
14,81,2943,9414,9693,9878,16919,17314,9789,4959,0
14,83,84070,8539,5657,3212,2286,9613,5781,7031,0
84,74,84812,39509,12758,14324,8166,7849,5076,2988,4
78,64,60522,42961,19079,10878,12954,6874,6729,1974,0
81,56,19995,32283,1915,4450,2278,4875,4462,2223,0
63,67,26830,44722,26228,6476,3222,3901,3575,2386,0
64,69,745366,27386,25816,4774,19852,7505,3553,1857,0
80,80,11201,7569,1431,14487,6021,6659,3457,1622,0
83,75,97656,5215,308,3691,287,890,472,359,1
88,83,31085,17396,19667,4542,1240,3297,2895,1165,1
78,57,60579,51747,5628,2296,7870,3470,2444,1132,1
56,53,20113,24914,19791,2778,8899,2806,2692,1225,1
43,90,20638,7230,13384,1720,6550,1373,1870,3655,1
51,81,85985,29921,14420,12054,2612,7376,1819,1355,1
53,100,36153,26751,9841,5462,4286,2780,1568,977,1
57,96,28892,24490,4513,8804,1589,3279,1458,1918,1
75,96,12246,4672,8421,2394,1551,3878,1612,2574,1
61,74,52179,49074,4928,3466,2036,3031,871,1321,1
81,74,6855,7973,974,4964,1597,3880,2028,1587,1
97,63,10965,8221,876,3196,3087,3612,2041,732,1
100,41,3466,7182,1107,3930,3503,5739,1791,1080,1
100,57,3504,6128,2522,2419,1875,2426,1971,1454,1
100,53,15539,5206,3582,775,2392,7661,633,1263,0
100,44,18978,19257,3178,1209,2455,2881,1969,1372,0
94,54,10502,6502,4539,1248,2910,3499,1080,1529,0
87,54,4645,11502,4909,3021,3021,2377,1520,984,0
75,54,8955,9480,3594,1536,3834,3660,1819,1959,0
75,54,710330,126637,46596,41315,69024,19420,3717,2013,3
75,54,38614,1312,338,184,130,111,99,51,3
75,54,155941,150156,56190,10194,8718,10214,8341,22675,3
87,70,7694,3897,1430,3284,2581,3604,1362,1727,3
87,64,12518,8815,931,3142,1052,3570,1774,1599,3
97,54,6327,6191,923,2179,2514,3796,2051,1907,3
100,53,3008,3274,1625,3251,6670,6514,1695,2048,3
100,64,2936,1291,3505,679,803,1363,314,544,3
97,70,2134,10244,4215,3017,1690,2739,1618,3341,3
81,78,6044,18929,6761,2077,2151,2170,1337,1446,3
69,91,7697,5349,4654,2669,1606,3297,1117,1427,3
69,80,2825,5327,1225,3922,1669,2527,1353,1360,3
84,74,4688,2489,1530,1665,2316,3405,1029,1531,3
88,87,2168,8988,6718,4129,2109,2195,1733,1472,3
87,87,8001,1849,71,3863,2526,1280,831,861,3
77,83,141038,31876,7600,9389,2564,3593,2646,1203,3
50,67,42062,52273,4392,3677,2144,2977,662,1127,0
53,47,15398,35729,3456,7853,8186,7472,1082,834,0
40,27,5513,18676,2751,1400,854,1347,2486,1594,0
44,35,10674,13116,8467,12489,10979,5256,5122,4960,0
44,35,184997,5505,1953,3076,1006,1250,792,218,2
57,56,19560,8122,2256,4598,2162,2436,2006,1612,2
63,54,3883,7540,1470,1060,2991,2703,2353,1009,2
81,66,6084,5110,269,4230,2447,3268,583,1811,2
94,35,10000,7024,65,1463,2632,4150,1757,944,2
100,37,11395,6452,4374,3778,3222,3966,1222,1284,2
100,47,80576,13108,3795,4434,6561,5957,1720,729,2
100,34,3026,12997,2036,1864,1409,7494,2636,1289,2
97,69,7550,2296,5226,667,1017,2577,1773,731,2
100,57,10843,2189,486,2242,3226,2872,1399,1162,2
100,74,5891,2070,3481,1579,1153,2058,1202,2544,2
100,70,9992,6115,927,981,2650,2641,1957,1348,2
93,63,7918,9601,7868,3443,6283,1925,1841,828,2
88,67,635,6218,3404,932,1931,3823,1295,1086,2
69,47,37914,33631,9097,1078,1504,2527,3640,960,2
60,38,44087,27060,873,2060,4066,3932,1028,524,0
80,24,8302,4310,1661,1350,732,4613,1334,1989,0
78,34,7135,4015,5490,6473,7201,5247,1988,2666,0
90,47,33999,8956,4972,1816,424,2616,1300,648,0
90,47,266748,32467,20271,5766,7795,15198,17191,11826,4
90,47,313608,5656,1008,576,1400,3313,405,438,4
88,74,46748,32375,15561,3975,2994,5393,1753,1556,4
61,77,68319,46659,11332,15262,13172,4020,3559,736,4
53,70,6023,11220,5455,2059,2260,2708,2565,711,4
57,69,2449,3626,2351,1851,2712,2293,1638,957,4
61,63,6653,5764,856,1734,848,1285,657,1767,4
66,64,14906,7334,3923,2512,5170,1271,3610,1680,4
83,64,7233,2121,880,2113,1894,3132,676,1396,4
88,70,10622,2917,5004,2369,1737,5467,841,1401,4
96,70,14121,6436,1880,2171,2244,3530,654,1488,4
100,60,4438,3997,850,701,1081,2910,1186,1532,4
100,54,4657,2116,1136,1027,1207,3461,1341,832,4
100,51,6049,2763,3100,1264,712,3903,1665,3988,4
100,56,4244,5241,789,4764,3453,2482,575,1155,4
100,66,7420,6363,1614,4656,5845,4038,1056,1911,4
77,50,120131,36825,1331,2566,2753,1117,1165,372,0
38,16,23812,34818,2395,1003,2722,843,369,618,0
38,13,4587,7167,872,4782,6194,3650,1666,1309,0
38,13,294505,15400,5248,5279,2782,6929,1457,2335,1
38,13,435318,11236,4200,4023,4275,2476,682,295,1
66,38,20548,5421,2512,4898,2950,5125,2509,1466,1
70,35,7379,4826,774,1928,1690,2025,1569,1360,1
94,48,6386,5996,1456,621,3153,1870,882,899,1
91,63,2884,4745,3370,4745,1099,2384,3079,2280,1
94,56,1640,4362,2452,1003,1972,4623,1404,967,1
91,70,4151,5120,5058,597,237,2098,874,620,1
84,97,18474,4236,16891,2970,2102,2638,1001,775,1
84,100,3238,2644,1423,6227,464,1995,1017,1073,1
83,100,11537,4544,2169,3663,3513,5301,1540,931,1
87,90,2502,3768,1545,2230,815,2212,1202,1316,1
96,80,455,2456,3105,4611,2114,3056,1051,989,1
100,63,3988,7538,2069,2875,1692,3899,1010,1030,1
91,57,28083,11946,3647,1980,2318,3571,1263,2529,1
81,44,33709,30709,5707,1826,5424,4068,514,1427,1
63,17,56511,33310,2549,2374,2428,1929,1284,1368,0
57,21,1649,3225,3797,904,4718,1639,924,2316,0
60,34,16521,6536,7365,1898,2397,4020,1976,661,0
70,35,2260,7044,1622,1317,2633,3136,401,1807,0
70,35,70716,2795,534,544,276,208,91,52,3
90,51,48452,2786,1361,3091,6048,1946,1439,909,3
94,40,8749,5033,1266,955,3201,2685,959,953,3
94,23,5115,7494,1130,1231,1688,2523,1965,704,3
100,10,3671,8069,393,1022,2780,5914,1333,521,3
94,8,6558,7062,2387,2202,3430,1681,1390,554,3
87,7,1160,8349,752,1004,828,1455,1116,766,3
87,29,2583,2205,2693,5512,1499,2983,1904,1590,3
87,54,4212,2965,4705,1856,2045,5534,780,1122,3
88,63,3866,6401,1609,6736,2461,2592,1879,622,3
84,66,10799,21375,3922,2867,6858,2776,1694,1439,3
90,40,13597,6762,578,1703,2825,4535,1460,1920,3
80,40,9590,6069,3702,3010,3583,2453,1568,1196,3
87,30,1176,2845,1629,2112,3735,2213,1124,732,3
83,44,16407,20360,12278,6590,8219,2746,1872,1888,3
66,67,7954,15253,15881,5081,3062,3431,1611,1581,0
47,64,59578,43382,10635,8037,3017,1931,2064,1264,0
26,54,61898,38062,4672,3255,2038,2275,1054,1405,0
44,29,3211,5138,262,578,3789,2463,1249,2639,0
53,24,4431,5673,461,6126,2109,2363,1638,1843,2
53,24,155384,63656,30046,34738,21365,28604,13410,10087,2
53,24,574470,46342,11086,7726,4396,1284,2623,4546,2
84,21,109819,3256,1986,1925,4802,4921,3180,4985,2
100,41,5522,7522,9225,1066,1411,4166,6436,1282,2
96,70,17282,10983,13811,2177,2865,6320,1215,1546,2
87,74,4995,7778,5117,5705,5407,1763,2452,2124,2
83,87,2639,2652,7208,2149,2783,5511,1285,1748,2
93,80,6246,1245,2324,954,1563,4007,1173,514,2
94,80,3606,2451,4128,2061,2027,2486,2067,737,2
100,60,8867,2213,1022,215,848,5357,1087,997,2
100,48,9946,2813,1651,981,2147,1839,1217,1094,2
96,43,4785,13924,3856,2610,373,6755,1330,1800,2
97,35,2846,3850,1060,3023,625,4194,1861,738,2
81,41,22562,8895,1355,1828,2985,2063,1522,1020,2
66,44,85025,30535,10394,8919,2418,3767,1923,839,2
63,48,32744,7627,3463,2990,4763,3331,1643,1289,0
60,48,28504,3992,500,2955,939,2514,2628,1298,0
67,54,4254,3742,2097,1248,1283,3617,1399,1245,0
69,61,6503,7143,3021,5975,651,1618,939,2558,0
69,61,20583,8498,1628,1121,738,328,125,103,4
75,64,126524,6140,5903,304,2342,4888,858,754,4
74,67,3834,4591,4051,661,724,2728,2947,1505,4
75,70,1547,2031,2296,3325,2119,5201,1100,1078,4
81,64,2827,6335,1361,3995,1567,2122,678,794,4
78,74,5708,2431,2419,4191,1996,2363,810,1557,4
75,57,56784,22913,3847,2417,4975,5771,1125,1493,4
74,44,10964,6428,1909,823,1793,5523,648,1229,4
75,48,2853,4832,3757,3089,2134,2775,964,1188,4
87,30,11585,2598,1830,270,2153,4205,723,536,4
96,43,5675,1747,2814,545,2622,2841,1698,975,4
87,60,5785,7404,7496,1870,3318,3768,908,982,4
93,53,3641,3465,1446,3029,2598,3368,1003,1878,4
87,48,4119,7543,837,998,1104,4114,1222,519,4
78,48,10509,10755,2145,6612,1907,4933,1645,1460,4
70,63,10342,6073,15681,7938,1146,3016,1136,718,0
56,57,54851,53325,13331,8196,3323,6699,609,1099,0
56,63,5359,6198,2480,557,1706,3632,1211,701,0
51,60,8476,14625,5583,2491,1098,3112,1731,483,0
51,60,135536,22438,2802,1137,940,810,234,117,1
60,34,41131,8877,706,2542,870,3244,524,614,1
64,41,11780,6845,3825,3950,2995,2531,1588,2140,1
61,38,3448,10374,714,1710,403,3536,936,987,1
66,38,2088,3855,945,3038,2512,1893,1207,462,1
67,51,575,2218,2979,4557,4340,3238,1807,663,1
64,53,5213,9466,10794,1565,3591,2678,2185,883,1
60,53,2438,10029,1606,612,1410,1748,1094,2474,1
53,57,6877,10451,8309,2655,2565,2462,676,1330,1
51,51,3466,4790,4293,1011,3524,3149,1166,1441,1
50,44,5433,10144,2125,3536,1688,1672,1102,552,1
50,64,5875,6880,9200,3949,3098,2626,886,1421,1
56,74,2105,3664,8562,843,912,2872,1267,1437,1
61,78,7569,2515,3988,2061,2299,4044,1191,657,1
57,75,24365,23719,8107,2416,4144,2987,1940,1509,1
66,57,2736,11246,200,4586,2006,6601,475,612,0
67,56,7755,2996,6493,2200,1009,3208,1052,1323,0
43,47,167447,95683,15186,14994,14879,4497,1597,2468,0
37,35,64406,29012,3653,713,700,1380,328,321,0
8,17,557421,33978,37897,11331,31399,33324,16821,14786,0
8,17,173043,11498,3210,3036,1022,3075,6653,2365,0
17,4,220529,120154,4034,451,26228,13520,22826,5858,0
29,27,104464,11039,10404,5779,6129,3675,3051,1405,0
41,43,7807,9887,1342,2185,2007,2076,3237,2204,0
56,75,7487,9877,20242,7624,7341,17075,10445,4569,0
